,food,store_name,addr,tel,re_rank1,re_rank2,re_rank3,re_rank4,re_rank5,re_visitor
805,물냉면,해주냉면 본점,서울 송파구 백제고분로7길 8-16,02-424-7192,음식이 맛있어요 1366,특별한 메뉴가 있어요 501,친절해요 467,혼밥하기 좋아요 435,가성비가 좋아요 290,20대 초부터 변함없이 쭉 아끼는 내 사랑 해주냉면이제야 리뷰를 쓰네요 반성합네당ㅎㅎ며칠 전부터 매운 게 너무 땡겨서 급하게 다른 음식들로 달래보았어요.. 그러나 역시 해주만 한 게 없네요!!또 깨달음을 얻습니다해주가면 무조건 비냉으로 가는데 너무 맵다 싶으면 냉육수 부탁하세용! 원하는 만큼 부어주십니다매운 음식 사랑은 어디서 지지 않지만 땀 엄청 흘리면서 먹는 편이에요 힛이러면서 스트레스 해소 아시져?ㅋㅋ오랜만에 먹어서 더 땀이 났는지 지켜보시던 사장님이 참기름 한 바퀴 두르는 걸 추천해 주셔서 맛도 궁금! 챔기름 한바꾸 쫙~했드니 와우! 꼬숩고 맛있어요 하.. 이래서 해주죠! 챔기름 추천해주신 사장님 감사해요!결론. 해주랑은 절대 이별 못해요!찐으로 사랑합니다
806,물냉면,진미평양냉면,서울 강남구 학동로 305-3,02-515-3469,음식이 맛있어요 1690,특별한 메뉴가 있어요 586,양이 많아요 376,재료가 신선해요 358,매장이 넓어요 294,"부모님을 모시고 4명이 방문했습니다 오늘은 바로 식사가 가능했구요, 어복쟁반(소), 만두, 냉면 2인분 주문했는데 양이 푸짐해서 매우 배부르게 먹었습니다 가격은 111,000원...(소주1병 포함)...생각해보니 가성비 좋은 편이네요~"
807,물냉면,필동면옥,서울 중구 서애로 26,02-2266-2611,음식이 맛있어요 1830,특별한 메뉴가 있어요 581,친절해요 359,재료가 신선해요 345,매장이 넓어요 308,"인생 두 번째 평냉 도전기...인생 첫 평냉 을*대에서 먹고 앞으로 내 인생에 평냉은 없다고 다짐했는데,어쩌다보니 또 평냉을 먹으러 갔어요?(드라마에 나오는 것 처럼 막 자꾸 생각나고 그래서 먹으러 간 건 아님... 어쩌다 억지로 가게 된...)근데 여긴 또 생각날 것도 같은 맛이에요물냉 육수만 먹었을 때 간간했고, 면을 풀었는데도 육수랑 어우러진 맛이 나쁘지 않았어요.깔끔하면서 메밀면 토독 끊기는 식감이 재밌는?그래도 평냉은 평냉이라 물냉면은 도전정신 조금 필요한 맛이긴 한데,비빔냉면은 그냥 맛있어버림~~파 가득한 달큰한 양념장이 너무 독특하고, 파가 많이 씹히는 식감이 거슬림 없이 기분 좋게 느껴져요!양념장이 정말 색다른 맛필동냉면은 비냉 먹으러 또 오고 싶네요!!"
808,물냉면,정인면옥 본점,서울 영등포구 국회대로76길 10 기독교침례회총회빌딩 1층,02-2683-2615,음식이 맛있어요 1129,매장이 넓어요 422,재료가 신선해요 287,매장이 청결해요 265,특별한 메뉴가 있어요 260,한우육개장에 두툼한 한우가 입에 녹음. 한우에 진심이 느껴지는 육개장. 겨울에 먹어도 시원한 평양냉면. 속알찬 접시만두까지 금요일점심 행복했음
809,물냉면,서북면옥,서울 광진구 자양로 199-1 서북면옥,02-457-8319,음식이 맛있어요 742,특별한 메뉴가 있어요 222,가성비가 좋아요 188,친절해요 168,재료가 신선해요 161,서북면옥은 사랑입니다평양냉면 제일 맛있는집..육수와 메밀면을 씹으면 너무 구수하고 시원하고정말 깔끔한 맛 그 자체 입니다.이북식만두도 빼놓지 않고 시켜야하는곁들임 메뉴입니다.서북면옥 만두를 너무 좋아하는 1인으로만두 정말 맛있습니다.물냉면 먹으니 비빔냉면이 넘 먹고싶어사리로 시켰습니다. 고기고명은 없지만양념장과 메밀면의 어울어짐이 최고입니다.어린아기는 같이 못와서 아쉽지만냉동만두 포장해서 집에서 먹인답니다~
810,물냉면,수락이오냉면 노원본점,서울 노원구 동일로237다길 7 창일빌딩,0507-1402-2515,음식이 맛있어요 3111,친절해요 1849,매장이 청결해요 1505,재료가 신선해요 1298,가성비가 좋아요 830,오랜만에 들냉 너무 먹고싶어서 야근하러 가기전에 얼른  연말분위기 뿜뿜이었어요 냉면이랑 만두 먹고싶었는데 혼자라서 양이 많을것 같아 고민 했는데 네이버주문에 세알짜리 세트가 있어서 주문! 요새 감자전 출시했다고 서비스로 주셨는데 완전 쫀득해서 가위로 잘라먹을 정도 수락이오냉면에선 뭘 먹든지 실패가 없어요
811,물냉면,서래냉면 롯데월드몰점,서울 송파구 올림픽로 300 롯데월드몰 5층,02-3213-4524,음식이 맛있어요 1661,친절해요 553,매장이 넓어요 460,뷰가 좋아요 446,매장이 청결해요 406,"영화 보러 갔다가 저녁 먹으러 갔는데요, 다른 음식점은 너무 무거운 음식점들이어서 이곳을 선택했어요. 맛도 있고, 정말 좋네요. 냉면의 육수가 끝내줘요. 영화 보기 전 빨리 식사를 해결하기 좋은 곳이에요. 맛도 좋고요."
812,물냉면,진영면옥,서울 금천구 가산로 22-5,0507-1367-2383,음식이 맛있어요 687,재료가 신선해요 313,친절해요 293,매장이 청결해요 240,특별한 메뉴가 있어요 193,"여름엔 사람이 많아 실패했는데, 오늘은 정말 운 좋게 바로 들어갔습니다. 겨울이라 곰탕먹었는데 깔끔한 국물이 인상적이고 수육, 녹두전, 비빔냉면도 맛있더라구요.자극적인 맛이 아니라 속이 편안하고 담백함이 매력인 집이었구요. 저희팀이 앉고 금방 대기 걸리더라구요.곰탕은 또 먹고 싶네요. 같이 간 분들은 녹두전을 엄청 호평했어요. 녹두전도 한번 드셔 보세요!!"
813,물냉면,동아냉면 이태원점,서울 용산구 대사관로 45-1,02-796-7442,음식이 맛있어요 869,혼밥하기 좋아요 167,매장이 넓어요 164,가성비가 좋아요 151,친절해요 128,늦게 배운 맛있게  매운 맛이태원 동아 냉면진짜 더 좋은 건냉면에 양을 조절해서 주문할 수있어서넘. 맘에 들어요^^~~소 2개에 만두 1면 넘행복해진답니다 ㅋㅋ만두속도 느끼하지않고촉촉해서 완전한달에 한번 이상 생각나서찾아가는 맴찌리 저에게 딱인곳~~
814,물냉면,오장동함흥냉면,서울 중구 마른내로 108 오장동함흥냉면,02-2267-9500,음식이 맛있어요 1188,매장이 넓어요 418,매장이 청결해요 224,재료가 신선해요 223,친절해요 222,남편이 냉면을 좋아해서맛있다는 냉면집은 다가보는 것 같아요.맛있답니다.서울와서 홍어를 먹어보고는홍어회무침은 맛나더라고요~^^무안하게 잘먹을 수 있는 것같아요.맛있었답니다. 저는 그냥먹고 남편은 양념 더 추가해서 먹었는데 취양것 먹음 될것같아요.여기 면수가 정말 맛났어요 ㅎㅎㅎ추워서인지 계속 마시게 되더라고요.
815,물냉면,부원면옥,서울 중구 남대문시장4길 41-6 부원상가 2층,02-753-7728,음식이 맛있어요 652,가성비가 좋아요 192,특별한 메뉴가 있어요 181,친절해요 158,재료가 신선해요 124,"평냉에 오이와 무가 많이 나와서 더더욱 시원~ 하게 먹었어요.닭무침 정말 쏘주각이예요. 소스의 다대기가 강하게 들어가 잡내를 확 잡아주고요, 터프하게 잘린 고기가 씹는 재미를 줘요. 양도 꽤 많아요. 그리고 빈대떡!!!! 겉바속초의 끝판왕 같아요. 순희네와는 전혀 다른 스타일이예요. 여긴 거의 파티쉐가 크로아상 만들려고 했나? 싶을 정도의 얇은 바삭함이 빈대떡 겉면. 에서 느껴지고 속은 정말 촉촉촉-강추합니다."
816,물냉면,서관면옥 교대본점,서울 서초구 서초대로56길 11,0507-1403-9946,음식이 맛있어요 918,특별한 메뉴가 있어요 427,재료가 신선해요 399,친절해요 355,매장이 청결해요 263,"서관면옥 면상 너무 맛있고 정성스러워서 친구에게 꼭 한번 소개하고 싶었는데, 눈길에 먼길 찾아간 곳에 따뜻하게 맞아주시고, 친구가 너무 맛있고 음식은 눈으로 먼저 먹는 거라며 감동해서 오늘 너무 완벽한 하루가 되었네요. 친절한 직원분들 그리고 맛있고 정성스러운 음식 오늘도 잘 먹고 왔습니다. 감사하다는 말 꼭 남기고 싶네요 "
817,물냉면,유진식당,서울 종로구 종로17길 40,02-764-2835,음식이 맛있어요 488,가성비가 좋아요 225,친절해요 192,특별한 메뉴가 있어요 133,혼밥하기 좋아요 99,"1968년부터 시작된 유진식당의 기원부터 현재의자리에 둥지를 튼 시기까지 무수한 날들을 거쳐오며종로의 대표 노포로 자리하기까지 이 식당을 다녀간수많은 손님들소싯적부터 다녀온 오래된 단골식당이 50년을 넘게 버텨주면 그 기분이 어떨까이 식당을 찾은 연세 지긋한 어르신들의 표정을보면 은근히 알 수 있을 것만도 같다진한 평양냉면 육수를 한모금 하면술을 하는 사람은 술을 안시킬 수 없는그런 매력에 빠져든다먹다가 노포에 기분에 취하면녹두지짐이를 추가하길 추천한다이 집의 갓 지져서 나온 녹두전의 맛은그야말로 일품이다종로, 탑골공원에서 혼술의 묘미를 제대로즐겨볼 수 있는 노포인 유진식당망설이지 말고 가보시라 추천한다[네이버블로그/주슨생] 종로 유진식당-"
818,물냉면,이조면옥,서울 강서구 양천로 353,02-3661-3457,음식이 맛있어요 1715,매장이 넓어요 523,주차하기 편해요 508,친절해요 338,양이 많아요 307,"식전 육수는 변함없이 짭조름하면서도 깔끔해요.엄청난 갈비살과 맑으면서도 개운하고 시원한 국물 맛은 예술이에요.왕만두도 큼직하고 내용물도 알차고 맛있어요.냉면은 두말할 것 없이 최강 맛집이구요.오늘은 깍두기가 평소보다 조금더 익은 듯 하고 끈적거림이 있는데, 매콤하면서 달달하고 시원한 맛은 변함없어요"
819,물냉면,소사면옥,서울 광진구 능동로 270 1층,0507-1404-0904,음식이 맛있어요 757,친절해요 334,매장이 청결해요 291,재료가 신선해요 281,혼밥하기 좋아요 161,"서울옛날불고기 진짜 맛있어요. 고기질도 좋고 신선한 야채와 버섯, 당면, 간장베이스의 국물까지~~전 공기밥 시켜서 말아먹었어요. 역시 한식대가의 가게는 다르네요.코다리 비빔냉면 곱빼기도 먹었는데, 큼직한 코다리가 잔뜩 들어 있어요. 진짜 배터지는 줄 알았네요!"
820,물냉면,만포면옥 본점,서울 은평구 연서로 171 백년가게 만포면옥,0507-1377-3917,음식이 맛있어요 480,친절해요 218,건강한 맛이에요 147,재료가 신선해요 143,매장이 청결해요 121,늘 마음편해지고 부드러운 카리스마 서울농대출신 여사장님의 핸드메이드 손만두의 맛은 늘 같은맛.속이 풍성하고 건강한맛 좋아요
821,물냉면,설눈,서울 서초구 서초대로46길 20-7 1층,02-6959-9339,음식이 맛있어요 377,특별한 메뉴가 있어요 125,친절해요 119,매장이 청결해요 107,재료가 신선해요 103,진짜 너~~무 맛있어요!! ㅎㅎ 원래도 평양냉면을 좋아하는데 확실히 근본있는 맛이에요! 고명도 많고 메밀향이 나는 면에 담백한 국물까지 먹어도 속이 깔끔하고 너무 맛있어요! 역시 해장용으로도 딱 좋고 양도 진짜 많아요! ㅎㅎ 평양온반은 처음 먹어보는데 이렇게 맛있는지 몰랐어요ㅜㅜ 비오고 추울때 먹어서 그런지 몸이 녹는느낌에 진짜 맛있고 건강해지는 느낌이였어요!! ㅎㅎ녹두전도 바삭한게 튀기듯이 구워져서 점심이 아니라 저녁이였으면 막걸리 마실거 같은 그런맛이었습니당 회사 근처에 요런 맛집이 있으니 너무 좋네용~ 담에 전골도 먹으로 가야겠어요!!ㅎㅎ
822,물냉면,남포면옥,서울 중구 을지로3길 24,02-777-2269,음식이 맛있어요 1173,매장이 넓어요 421,친절해요 404,특별한 메뉴가 있어요 391,재료가 신선해요 317,종로에 갔다가 날씨가 너무 추워서 남포 면옥에 찾아갔어요! 일요일 점심에 갔는데 안에 자리 여유가 많아서 웨이팅은 없었고 점심 시간 되니 사람이 들어차긴 하더라구요 음식은 추워서 냉면은 못시키고 따뜻한 온면이랑 육개장 시켰는데 둘다 따끈하니 좋았고 온면은 고소한 참기름 냄새가 나는 맑은국물이었는데 되게 슴슴해서 자극적인맛 좋아하는 분보단 평냉 처럼 슴슴한맛 좋아하시는분 좋아할거 같고 면이 당면은 아닌데 잘 끊기는 투명한 면이더라구요 식감이 처음 먹어보는 면이었어요 온면은 양이 되게 많았어요. 육개장은 제가 맵찔이라 제 입맛엔 좀 많이 칼칼했는데 일반분들은 그냥 맛있게 맵다고 느낄 맛이었고 계란 후라이가 들어있어서 특이했어요 육개장엔 밥이 같이 나오니깐 딱 말아먹으면 좋아요!
823,물냉면,함흥본가면옥 건대점,서울 광진구 광나루로 456 (화양동),02-447-8806,음식이 맛있어요 1520,매장이 넓어요 459,친절해요 414,주차하기 편해요 358,매장이 청결해요 323,1년만에 방문♡이 근처 지나면 꼭 남편이 먹고가자고 하네요~제 얼갈이김치 사랑을 아니까요♡♡전 이 집 냉면도 갈비탕도 만두도 아닌 얼갈이김치가 참 마음에 들어요~리필을 몇 번 하는지 모르겠음♡진상손님으로 느껴질까봐 최대자제 하는데도 꽤 하는 것 같아요^^;; 오늘 얼갈이 사다가 김치나 맹글어야 겠어요♡♡
824,물냉면,송월냉면,서울 강동구 구천면로29길 26 송월냉면,02-484-1910,음식이 맛있어요 760,양이 많아요 337,가성비가 좋아요 309,친절해요 158,혼밥하기 좋아요 104,맛있게 잘먹었습니다! 현금 내면 개당1천원씩 깍아주신다고 하는데 현금을 안가지고 갔어요 ㅜ
825,물냉면,함흥냉면,서울 영등포구 영등포로42길 6,02-2678-2722,음식이 맛있어요 816,친절해요 232,매장이 넓어요 191,양이 많아요 158,재료가 신선해요 131,냉면 먹으러 왔다가 옆팀 칼국수 드시길래 저도 칼국수로~~ ^^ㅎ사골육수가 엄청 진해서 땀 뻘뻘 흘리며 먹었네요~칼국수 먹은중 최고~~~국물 정말 끝내줘요~~ 주문들어가면 손반죽 하신거 바로 밀고 썰어서 나와요~~그래서 더 쫄긴가?? 조만간 또 먹으러 오려구요~^^
826,물냉면,아소정,서울 마포구 백범로25길 9,02-703-5959,음식이 맛있어요 854,친절해요 214,특별한 메뉴가 있어요 171,재료가 신선해요 163,양이 많아요 114,"음식 하나하나 다 정성스런 맛이예요!갈비찜은 단짠 밸런스 좋고 고기가 진짜 부드러워요! 냉면의 면도 직접 뽑는 것 같고 육수가 진짜 시원합니다. 솥밥은 꼭 인원수 맞게 한번에 주문하세요ㅎㅎ 너무 맛있어서 나눠먹기 불가,,,"
827,물냉면,서관면옥 은평한옥마을점,서울 은평구 연서로 514 담인빌딩 2층,0507-1407-5735,음식이 맛있어요 351,특별한 메뉴가 있어요 154,재료가 신선해요 150,매장이 청결해요 138,친절해요 131,"어복쟁반은 담음새만 특별하지 맛없는 곳도 많은데, 여긴 다양한 부위에 야채도 다양하고 백목이버섯까지 다 맛있네요. 살얼음 섞인 무생채가 별미예요. 매장에서 먹고 가족들 생각나서 포장해왔는데 육수도 넉넉히 주시고 반찬까지~ 완전넉넉히 주십니다. 다만 포장은 좀 헐렁해서 차안에서 쏟아지기 쉬워요.(저는 병이 넘어져 육수가 많이 흘렀어요.)포장하시는 분들은 조심하시길!"
