food,store_name,addr,tel,re_rank1,re_rank2,re_rank3,re_rank4,re_rank5,re_visitor
비빔냉면,설눈,서울 서초구 서초대로46길 20-7 1층,02-6959-9339,음식이 맛있어요 378,특별한 메뉴가 있어요 125,친절해요 119,매장이 청결해요 107,재료가 신선해요 103,진짜 너~~무 맛있어요!! ㅎㅎ 원래도 평양냉면을 좋아하는데 확실히 근본있는 맛이에요! 고명도 많고 메밀향이 나는 면에 담백한 국물까지 먹어도 속이 깔끔하고 너무 맛있어요! 역시 해장용으로도 딱 좋고 양도 진짜 많아요! ㅎㅎ 평양온반은 처음 먹어보는데 이렇게 맛있는지 몰랐어요ㅜㅜ 비오고 추울때 먹어서 그런지 몸이 녹는느낌에 진짜 맛있고 건강해지는 느낌이였어요!! ㅎㅎ녹두전도 바삭한게 튀기듯이 구워져서 점심이 아니라 저녁이였으면 막걸리 마실거 같은 그런맛이었습니당❣️ 회사 근처에 요런 맛집이 있으니 너무 좋네용~ 담에 전골도 먹으로 가야겠어요!!ㅎㅎ
비빔냉면,함흥냉면,서울 영등포구 영등포로42길 6,02-2678-2722,음식이 맛있어요 816,친절해요 232,매장이 넓어요 191,양이 많아요 158,재료가 신선해요 131,냉면 먹으러 왔다가 옆팀 칼국수 드시길래 저도 칼국수로~~ ^^ㅎ사골육수가 엄청 진해서 땀 뻘뻘 흘리며 먹었네요~칼국수 먹은중 최고~~~국물 정말 끝내줘요~~ 주문들어가면 손반죽 하신거 바로 밀고 썰어서 나와요~~그래서 더 쫄긴가?? 조만간 또 먹으러 오려구요~^^
비빔냉면,오복함흥냉면,서울 용산구 한강대로84길 4,02-703-6357,미등록,미등록,미등록,미등록,미등록,미등록
비빔냉면,전통평양냉면 제형면옥 하계점,서울 노원구 공릉로59나길 78-10 제형면옥,0507-1366-8088,미등록,미등록,미등록,미등록,미등록,미등록
비빔냉면,함흥본가면옥 건대점,서울 광진구 광나루로 456 (화양동),02-447-8806,미등록,미등록,미등록,미등록,미등록,미등록
비빔냉면,태천면옥,서울 광진구 광장로 49 태천면옥,0507-1354-7224,미등록,미등록,미등록,미등록,미등록,미등록
비빔냉면,함흥에겨울냉면,서울 중구 동호로24길 21,02-2279-2770,미등록,미등록,미등록,미등록,미등록,미등록
비빔냉면,일호면옥,서울 영등포구 의사당대로 127 롯데캐슬엠파이어 상가1층 110호,0507-1417-4188,미등록,미등록,미등록,미등록,미등록,미등록
비빔냉면,길동골목냉면,서울 강동구 양재대로114길 25 1층 길동골목냉면,02-477-4181,미등록,미등록,미등록,미등록,미등록,미등록
비빔냉면,오감면옥 IFC몰점,서울 영등포구 국제금융로 10 IFC몰 L3,02-6137-5313,미등록,미등록,미등록,미등록,미등록,미등록
비빔냉면,평양면옥,서울 구로구 고척로10길 65,02-2614-2263,음식이 맛있어요 349,가성비가 좋아요 128,친절해요 110,재료가 신선해요 79,특별한 메뉴가 있어요 72,"구로구 평양냉면 맛집 평양면옥예전부터 명성은 알고 있었는데요 이제서야 방문해봤어요. 주차는 매장 앞에 붙어있는 공영주차장에 했구요 도보 5분 정도면 도착해서 괜찮았어요. 주차비도 저렴함.매장은 외관에 비해 내부는 깔끔해서 좋더라구요.물, 비빔, 빈대떡 주문했습니다. 평양냉면은 그렇게 좋아하는 편이 아니라서 역시 물보다는 비빔 선택했는데요 비빔 맛있었어요. 투박한 양념맛일까봐 살짝 걱정했는데요 적당히 감칠맛도 있고 맛있더라구요. 면도 맛있음. 단, 면 양이 많지는 않은 듯 해요. 대식가분들은 주문하실 때 면추가 하세요. 아니면 사이드로 빈대떡 주문하세요. 빈대떡 바로 구워 나오는데 바삭하고 따뜻 담백해서 맛있어요. 간장 찍어먹으니 완전 맛있더라구요. 가성비 좋은 평양냉면이었어요. 강추강추"
비빔냉면,동아냉면,서울 용산구 우사단로 5,02-796-2796,미등록,미등록,미등록,미등록,미등록,미등록
비빔냉면,송월냉면,서울 강동구 구천면로29길 26 송월냉면,02-484-1910,미등록,미등록,미등록,미등록,미등록,미등록
비빔냉면,서초면옥 서초본점,서울 서초구 반포대로28길 46,02-522-1422,미등록,미등록,미등록,미등록,미등록,미등록
비빔냉면,명동함흥면옥 본점,서울 중구 명동10길 35-19,02-776-8430,미등록,미등록,미등록,미등록,미등록,미등록
비빔냉면,혜화 골목냉면,서울 종로구 혜화로 2,02-765-6580,미등록,미등록,미등록,미등록,미등록,미등록
비빔냉면,청송본관함흥냉면전문점,서울 서대문구 연희맛로 6 청송함흥냉면,02-334-3545,음식이 맛있어요 236,친절해요 103,양이 많아요 69,재료가 신선해요 45,주차하기 편해요 42,"제가 다닐땐 지층이 없었는데 이번에 방문하니 지하매장도 아주 넓게 완비되어있었어요.고온다습한 날씨에도 불구하고 꿉꿉한 지하냄새 하나도 없고 늘 한결같이 반겨주시고 변함없는 맛으로 그 자리를 지키고 계시니 반가울따름입니다.친정엄마, 아들, 3대가 즐거운 고향나들이 제대로 하고 왔네요.사장님내외분과 모든 스탭분들 늘 건강하시고 오래오래 번창하세요. ^^"
비빔냉면,피양옥 여의도점,서울 영등포구 국제금융로 70 1층,0507-1329-6981,음식이 맛있어요 266,친절해요 95,특별한 메뉴가 있어요 81,재료가 신선해요 60,양이 많아요 42,"1/1일 떡국포장했어요전화로 먼저 떡국 포장이 되는지 문의 했어요떡이 퍼져서 포장이 어렵다고 해서 집이멀지않다 했더니 그럼 포장 가능하다 하더라구요혹여나 음식맛에 영향을 줄까 걱정하시는 직원분의 응대에 신뢰가 가네요방문해 주문후 5분정도 뒤수령포장 너무 깔끔해요포장용기에 김치는 랩핑,떡국은 용기안에 포장비닐로 한번더 신경써줘서 좋았어요떡국은 두명이 먹어도 될양이고 고기도 꽤 넉넉고명 따로 포장해주니 취향껏 올려드세요덕분에 새해맞이 잘했네요 새해복많이 받으세요^^"
비빔냉면,이설함흥냉면 수유본점,서울 강북구 4.19로 42 이설함흥냉면,0507-1475-7370,음식이 맛있어요 875,매장이 넓어요 249,친절해요 226,주차하기 편해요 197,매장이 청결해요 188,"""서울옛날불고기""라는 메뉴 추천합니다.양상추 샐러드 리필부탁드렸더니 주방에 물어보겠다고 하고 두걸음 가시다가 다시오셔서 떨어졌다고 하십니다. 하하하하핫 그런데 다른 손님상에는 나오는........하하하하핫그리고 비빔냉면이 11000원인데, 맛없으면 사기치는 거죠!!일요일은 주방장님이 없으신듯 합니다.그래서 냉면맛이 좀 별로였습니다. 소스부족하기도 했고요.두번째방문인데 갈때마다 썰렁하게 느끼게 만드는 기분,홀서버가 2분있으셨는데 그중 나이있으신 서버분은 매우 친절하셨습니다.냉면이 11,000원이면, 하.. 또가고 싶은지는 미지수입니다."
비빔냉면,유정우함흥냉면,서울 동작구 동작대로29다길 7-1,02-3478-0105,음식이 맛있어요 530,친절해요 118,재료가 신선해요 111,가성비가 좋아요 88,양이 많아요 83,티비에서 보고 너무너무 먹어보고싶었는데!!냉면다운냉면!!비록 많이 못먹어서 엄마거 한젓가락 빼서먹고..떡만두국에 만두1개먹고 땡쳤지만ㅜㅜ떡만두국도 뚝배기에 주셔서 떡국떡도 부드럽네요
비빔냉면,부원냉면,서울 성동구 장터길 39,02-2253-5042,음식이 맛있어요 452,양이 많아요 95,혼밥하기 좋아요 92,친절해요 91,가성비가 좋아요 80,"냉면은 항상 맛있는곳이고, 이번에는 육개장을 먹었는데 보기에는 자극적일꺼같았는데 엄청 건강식 느낌의 맛이에요. 잘먹고갑니다."
비빔냉면,서초면옥 본점,서울 서초구 동광로 97,02-536-1423,음식이 맛있어요 601,주차하기 편해요 134,친절해요 131,재료가 신선해요 124,매장이 청결해요 114,"✨서래마을 갈비찜 냉면 찐맛집✨갈비찜부터 냉면, 만두까지 풀로 즐길 수 있는 냉면 맛집이랍니다서래마을에서도 유명해서 여기저기서 많이들 찾아오시고 발렛 서비스도 잘 되어 있어서 주차도 깔끔해요갈비찜이랑 만두, 후식 냉면 주문해서 먹었는데 맛도 깊고 진한 데다가 중독적이어서 계속 손이 가요!세 가지 메뉴 모두 꼭 드셔보시길!"
비빔냉면,할머니냉면,서울 동대문구 왕산로37길 51,02-963-5362,음식이 맛있어요 1725,가성비가 좋아요 836,양이 많아요 625,혼밥하기 좋아요 417,친절해요 343,해장용으로 최고인 청량리할머니 냉면을 먹으러 왔습니다. 냉면이란 계절에 상관없이 먹는 맛텁텁하지 않고 깔끔하게 매운 냉면다대기가
비빔냉면,평양냉면,서울 동대문구 홍릉로 14-3,02-965-8254,음식이 맛있어요 122,친절해요 53,혼밥하기 좋아요 29,양이 많아요 25,재료가 신선해요 23,냉면은 맛있어요 ㅎ
비빔냉면,오장동함흥냉면 파미에스테이션점,서울 서초구 사평대로 205 1층,02-595-8959,음식이 맛있어요 705,친절해요 245,혼밥하기 좋아요 244,매장이 청결해요 186,재료가 신선해요 115,파미에에 오장동함흥냉면 생겨서 본점까지 안가니 좋아요!비빔냉면 회냉면- 많이 달지않고 맛있어요수육-따뜻할때 먹어야 부드러워요온반-냉면육수에 밥말아서 먹는 맛~ 추운날에 먹기 좋은 메뉴에요
비빔냉면,영동냉면,서울 서초구 신반포로 177 반포쇼핑타운 3동 지하 1층,02-501-9088,음식이 맛있어요 412,혼밥하기 좋아요 128,친절해요 117,가성비가 좋아요 99,양이 많아요 86,"고터 냉면 맛집 물냉면 (9,000원) 맵기조절 50%로 해서 먹었는데 국물 먹다보면 좀 짜네요… 그전엔 안그랬던거같은데 ㅠㅠ"
비빔냉면,수락이오냉면 노원본점,서울 노원구 동일로237다길 7 창일빌딩,0507-1402-2515,음식이 맛있어요 3124,친절해요 1856,매장이 청결해요 1510,재료가 신선해요 1302,가성비가 좋아요 834,오랜만에 들냉 너무 먹고싶어서 야근하러 가기전에 얼른 🤟🏻 연말분위기 뿜뿜이었어요 냉면이랑 만두 먹고싶었는데 혼자라서 양이 많을것 같아 고민 했는데 네이버주문에 세알짜리 세트가 있어서 주문! 요새 감자전 출시했다고 서비스로 주셨는데 완전 쫀득해서 가위로 잘라먹을 정도👍🏻 수락이오냉면에선 뭘 먹든지 실패가 없어요
비빔냉면,을밀대 롯데백화점잠실점,서울 송파구 올림픽로 240 롯데백화점 잠실점 11층,02-2143-1880,음식이 맛있어요 314,친절해요 90,매장이 청결해요 83,재료가 신선해요 67,양이 많아요 64,뜨끈한 만둣국이 먹고 싶어서 들어갔는데 만두도 맛있고 김치도 종류별로 다 맛있고 신선해요.더구나 만둣국만 주시는 것이 아니라 밥도 조금 주시더라고요. 사장님의 센스에 놀랐습니다 : )개인적으로 싱거운 국물을 좋아해서 그냥 먹었지만.. 싱겁게 느껴지면 소금간 해서 드시면 됩니다. 아무쪼록 신선하고 맛있고 든든해서 재방문하게 될 것 같아요~
비빔냉면,서평면옥,서울 동작구 보라매로5길 15 전문건설회관 지하1층,0507-1366-3677,음식이 맛있어요 495,친절해요 165,매장이 넓어요 124,재료가 신선해요 120,매장이 청결해요 113,올만에 들린 서평면옥.가격은 다시 또 조금 올랐다. ㅠ메뉴는 곱배기에 만두 두 알 추가.면 사리의 컨디션이 조금 편차가 있는 편인데 그것만 안정화가 되면 가격이나 서비스 등에서 불만이 없다.
비빔냉면,평택고여사집냉면,서울 서대문구 연희로 81-9,02-392-7461,음식이 맛있어요 352,친절해요 121,재료가 신선해요 92,특별한 메뉴가 있어요 76,매장이 청결해요 59,냉면 육수가 맛있고 면발아 쫄깃쫄깃해요. 설렁탕이나 녹두지짐이도 맛있네요
비빔냉면,대치동 함흥면옥,서울 강남구 도곡로 424 지산빌딩,02-562-3989,음식이 맛있어요 329,매장이 넓어요 88,친절해요 72,주차하기 편해요 55,재료가 신선해요 49,"전 그냥 맛이 평범? 면도 별로 양념장도 별로 따듯하게 나오는 육수는 삼삼하게 괜찮았어요. 함흥냉면 맛좀 안다고 생각했는데... 제 입맛엔 좀 ... 만두는 기성만두 같았고요 갈비탕은 고기가 잡내가 많이 났데요. 옛날에 이사오기 전에는 꽤 맛있게 먹었던 기억이 있어서 들렀는데 제 입맛이 변헌거다. ... 생각하고 싶네요.전채적으로 굉장히 맛있는 음식은 없었습니다. 주차는 발렛 되고 2,000원 입니다."
비빔밥,한상도,서울 동작구 상도로 296 1층,0507-1399-0931,음식이 맛있어요 85,재료가 신선해요 48,매장이 청결해요 39,친절해요 38,건강한 맛이에요 28,오늘은 육개장 먹었어요~매장이 좀 넓었으면 좋겠는데...기다렸다가 먹었는데 지난번 리뷰달아드렸더니 떡갈비를 1접시 서비스로주셨어요☺️ 떡갈비도 부드럾고 맛있어요~
비빔밥,그린데이즈 용산점,서울 용산구 청파로45길 36 1층 그린데이즈,0507-1347-0834,음식이 맛있어요 130,재료가 신선해요 92,혼밥하기 좋아요 55,친절해요 52,매장이 청결해요 36,손잡이 잡기 편하게 봉지 돌돌 말아주시네용 ㅎㅎ버섯샐러드에 닭가슴살 추가가 따로 없어서 편의점에서라이트스트링치즈앙 닭찌 사서 먹었더니.. 넘넘 맛있었어요!!! 매장에서는 안되겠지만가끔 사무실에서 먹을 수 있는 날에는 이 조합으로 계속 먹고싶어요 ㅎㅎ넘 잘먹었습니다 :)(오늘은 기름이 조금 많아서 기름양이 줄었으면 좋을 것 같아욥..!)
비빔밥,능동미나리,"서울 용산구 한강대로40길 28 1, 2층",0507-1388-1035,음식이 맛있어요 903,재료가 신선해요 570,특별한 메뉴가 있어요 425,친절해요 357,매장이 청결해요 184,미나리가 너~~~~무 연해요~👍👍👍곰탕국물맛 깔끔소주를 부르는 뼈다귀찜미나리수육전골은 얇은 고기를 미나리와 숙주와 싸먹으니 👍👍 최고맛은 미나리곰탕👍👍👍👍👍밥토렴해서 너무 좋음요!
비빔밥,개나리아구찜 본점,서울 송파구 오금로15길 7-8 1층,0507-1360-0060,음식이 맛있어요 1147,특별한 메뉴가 있어요 725,양이 많아요 561,친절해요 501,재료가 신선해요 452,남자친구랑 가볍게 맥주 한 잔 하러 가기 너무 좋은 곳이에요!!저는 시그니처 대창아구찜 먹었는데 곤이랑 대창 양도 엄청 많고 처음에 토치로 불향도 내주셔서 더 맛있게 먹었어요😊😊아귀도 큰 덩어리로 5-6개 정도 들어있고 살도 오동통하니 넘 맛있게 먹었어용!!그리고 사이드 메뉴들도 다양하고 하나같이 맛있어 보여서 진짜 배부르게 먹을 수 있었어요!김피전 추가로 주문했는데 요거 진짜 너무 맛도리 그 자체🤍🤍다음에 게딱지비빔밥도 시켜서 꼭 먹어봐야겠어요ㅠㅠ 평일 저녁인데도 사람 많은거 보니 진짜 잠실맛집인 것 같아요👍🏻👍🏻
